dates,stationid,sumax,sumay,sumaz,countwx,countwy,countwz,accx,accy,accz,velx,vely,velz,dispx,dispy,dispz,temperature,humidity,pressure,rain,lightavg,lightavgw/o0,lightmax,forces,moisture
11/24/2018,t10,0,0,0,0,0,0,0.77,0.39,0.45,0,0,0,0.08753340375,0.0304772175,-0.2190107025,15.74648,78.28873,1022.37253521126,0,1318.9437,3020.8065,6569,0.024155,0.007
11/25/2018,t10,0,0,0,0,0,0,0.77,0.39,0.45,0,0,0,0.08753340375,0.0304772175,-0.2190107025,17.17647,69.68627,1022.41764705882,0,1836.1765,3020.8065,6569,0.022353,0
,,,,,,,,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,0.5,0.46,-0.67,0,0,0,0,0,0,,,,,,,,,
07/05/2018,t11,0,0,0,0,0,0,0.5,0.46,-0.67,0,0,0,0,0,0,22.05,83.65,894.634,0,0,0,4000,0,0.05
07/06/2018,t11,0,0,0,0,0,0,0.5,0.46,-0.67,0,0,0,0,0,0,26.86029,64.97059,894.010073529411,0,14.5147,24.9873,4000,0.046471,0.0882
07/07/2018,t11,0,0,0,0,0,0,0.5,0.46,-0.67,0,0,0,0,0,0,29.31304,62.42609,893.808956521738,0,21.9217,31.5125,4000,0.380522,0.8
07/08/2018,t11,0,0,0,0,0,0,0.5,0.46,-0.67,0,0,0,0,0,0,23.53846,61.92308,789.392692307692,3,0.1154,1,4000,6.520769,1
07/09/2018,t11,0,0,0,0,0,0,0.5,0.46,-0.67,0,0,0,0,0,0,26.8494,61.10241,812.455722891566,15,11.8072,20.4167,4000,15.105241,1
07/10/2018,t11,0,0,0,0,0,0,0.5,0.46,-0.67,0,0,0,0,0,0,27.88806,75.07463,893.677537313432,13583.25,9.9254,21.1111,4000,11.197239,1
07/11/2018,t11,0.99,-0.36,-0.39,1,1,1,0.99,-0.36,-0.39,0.4085865,-0.683757,0.233478,0.0347298525,-0.058119345,0.01984563,27.35915,76.02113,948.467887323943,19768.5,1333.4718,2254.2024,54612,8.120352,5.7746
07/12/2018,t11,2.1,-1.22,0,6,6,0,0.35,-0.203333333333333,-0.39,-3.201984,0.783819,0,-1.5982819875,0.341628345,0.01984563,28.24031,71.54264,1053.39953488372,0,892.6744,1439.4375,12946,10.100388,11.9147
07/13/2018,t11,0.72,-0.22,0.93,1,1,1,0.72,-0.22,0.93,0.3085245,-0.0138975,1.100682,-1.572057405,0.3404470575,0.1134036,25.5,78.40278,1044.14833333333,20.25,203.3889,340.5581,4000,15.171111,11.7569
07/14/2018,t11,0,0,0,0,0,0,0.72,-0.22,0.93,0,0,0,-1.572057405,0.3404470575,0.1134036,28.3007,71.36364,1001.85881118881,0,621.9231,1022.2414,4000,10.95958,11.3147
07/15/2018,t11,0,0,0,0,0,0,0.72,-0.22,0.93,0,0,0,-1.572057405,0.3404470575,0.1134036,29.09286,69.27143,1001.90471428571,13.5,471.1571,785.2619,4000,6.179071,9.0571
07/16/2018,t11,0,0,0,0,0,0,0.72,-0.22,0.93,0,0,0,-1.572057405,0.3404470575,0.1134036,24.92308,85.0979,1002.97251748251,1260,1253.8671,2160.2771,12387,14.891748,20.5664
07/17/2018,t11,0,0,0,0,0,0,0.72,-0.22,0.93,0,0,0,-1.572057405,0.3404470575,0.1134036,26.52857,80.95714,1003.60742857142,324,3973.6643,6468.7558,28481,23.670643,16.6
07/18/2018,t11,0,0,0,0,0,0,0.72,-0.22,0.93,0,0,0,-1.572057405,0.3404470575,0.1134036,28.1223,73.86331,1003.94669064748,40.5,9334.0504,15445.631,54612,24.867266,12.518
07/19/2018,t11,0.41,-0.23,1.13,1,1,1,0.41,-0.23,1.13,-0.2584935,-0.00833850000000001,0.16677,-1.5940293525,0.339738285,0.12757905,29.08271,71.09023,1003.40962406015,24.75,5823.2707,9803.7342,54612,25.256015,10.4211
07/20/2018,t11,0,0,0,0,0,0,0.41,-0.23,1.13,0,0,0,-1.5940293525,0.339738285,0.12757905,28.32867,74.71329,1002.86349650349,679.5,4935,8401.25,52476,26.678741,13.965
07/21/2018,t11,0,0,0,0,0,0,0.41,-0.23,1.13,0,0,0,-1.5940293525,0.339738285,0.12757905,27.32168,76.97902,1002.64755244755,13.5,2499.3776,4155.9419,54585,29.031469,11.7902
07/22/2018,t11,0,0,0,0,0,0,0.41,-0.23,1.13,0,0,0,-1.5940293525,0.339738285,0.12757905,25.50649,84.90909,1003.38207792207,0,541.5455,926.6444,4000,30,10.5714
07/27/2018,t11,0,0,0,0,0,0,0.41,-0.23,1.13,0,0,0,-1.5940293525,0.339738285,0.12757905,25.00295,85.78909,1009.63533923303,9,68.7212,154.2815,4000,30.654749,25.3304
07/28/2018,t11,0,0,0,0,0,0,0.41,-0.23,1.13,0,0,0,-1.5940293525,0.339738285,0.12757905,23.76852,88.08333,1009.52108024691,130.5,0,0,4000,31.637562,23.4444
08/01/2018,t11,0.53,0.58,-0.09,2,2,2,0.265,0.29,-0.045,-0.2418165,0.867204,-1.9595475,-1.6351381575,0.487162965,-0.205544025,26.6,75.4,1008.04866666666,24.75,2.8,10.5,4000,0,4.4667
08/05/2018,t11,0,0,0,0,0,0,0.265,0.29,-0.045,0,0,0,-1.6351381575,0.487162965,-0.205544025,24,91,1009.265,0,54612,54612,54612,0,0
08/11/2018,t11,0.42,0.42,0.42,1,1,1,0.42,0.42,0.42,0.12924675,0.1084005,0.38774025,-1.62415218375,0.4963770075,-0.17258610375,27.11321,82.71698,1006.76018867924,2.25,11.3585,24.08,4000,0,0
08/12/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,25.80645,85.29032,1005.37,22.5,14.3656,29.0435,4000,0,0
08/13/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,24.59375,88.02083,1007.32989583333,159.75,12.0938,26.3864,4000,0.000417,0
08/14/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,27.45882,77.25882,1008.7954117647,0,22.4588,38.18,4000,0,0
08/15/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,27.95699,74.6129,1010.7940860215,0,18.6452,33.3462,4000,0,0
08/16/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,27.61856,79.79381,1013.24,0,20.2371,40.0612,4000,0,0
08/17/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,26.93333,80.74444,1010.76744444444,9,20.3556,40.7111,4000,0,0
08/18/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,26.52577,84.52577,1010.00659793814,4.5,582.9072,1066.8302,54612,0,0
08/19/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,27.70588,79.43697,1009.03218487394,0,24.9328,47.0952,4000,0,0
08/20/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,27.48936,81.85106,1010.86531914893,4.5,23.7092,46.4306,4000,0,0
08/21/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,24.12745,90.60784,1011.77009803921,24.75,3.8431,11.5294,4000,0,0
08/22/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,26.81061,83.68939,1010.30053030303,0,24.2879,52.5574,4000,0,0
08/23/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,25.46479,90.16901,1009.85711267605,63,14.4789,28.1644,4000,0,0
08/24/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,24.43836,90.41096,1009.33383561643,2.25,0.4932,4.5,4000,0,0
08/25/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,23.08772,90.40351,1008.84333333333,58.5,0.7368,5.25,4000,0,0
08/26/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,24.9863,84.78082,1008.98410958904,9,14.6986,35.7667,4000,0,0
08/27/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,26.84211,80.60526,1011.03315789473,0,1.5789,10,4000,0,0
08/28/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,27.66981,78.91509,1012.17490566037,0,14.5189,38.475,4000,0,0
08/29/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,27.60563,80.99296,1012.83422535211,20.25,23.4507,45,4000,0,0
08/30/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,27.37755,79.88776,1010.88642857142,0,34.4184,54.4032,4000,0,0
08/31/2018,t11,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,-1.62415218375,0.4963770075,-0.17258610375,27.01053,83.14737,1010.74894736842,47.25,29.7579,41.5735,4000,0,0
09/01/2018,t11,4.34,2.32,1.92,5,5,5,0.868,0.464,0.384,1.867824,0.183447,-0.150093,-0.83032698375,0.5743419825,-0.23637562875,27.51969,79.58268,1012.73385826771,45,28.6063,54.2239,4000,0,2
09/02/2018,t11,0,0,0,0,0,0,0.868,0.464,0.384,0,0,0,-0.83032698375,0.5743419825,-0.23637562875,25.26667,88.57143,1012.89209523809,9,14.4381,22.6269,4000,0,0.7048
09/03/2018,t11,0,0,0,0,0,0,0.868,0.464,0.384,0,0,0,-0.83032698375,0.5743419825,-0.23637562875,25.45455,87.03788,1012.72507575757,6.75,14.553,26.3151,4000,0,1.8864
09/04/2018,t11,0,0,0,0,0,0,0.868,0.464,0.384,0,0,0,-0.83032698375,0.5743419825,-0.23637562875,24.79167,86.79167,1012.82833333333,0,5.375,16.125,4000,0,1.2917
09/05/2018,t11,0.93,1,-0.1,2,2,2,0.465,0.5,-0.05,-0.6720831,0.0600372000000001,-0.7237818,-0.94458111075,0.5845483065,-0.35941853475,26.63415,80.08537,1012.7931707317,2.25,23.878,33.7586,4000,0,2.4268
09/06/2018,t11,0,0,0,0,0,0,0.465,0.5,-0.05,0,0,0,-0.94458111075,0.5845483065,-0.35941853475,26.56693,74.88189,1012.59543307086,0,21.1102,39.4265,4000,0,3.6299
09/07/2018,t11,0,0,0,0,0,0,0.465,0.5,-0.05,0,0,0,-0.94458111075,0.5845483065,-0.35941853475,26.50667,75.45333,1014.44439999999,0,19.0133,36.5641,4000,0,3.4667
09/08/2018,t11,0,0,0,0,0,0,0.465,0.5,-0.05,0,0,0,-0.94458111075,0.5845483065,-0.35941853475,25.9084,76.63359,1015.34358778625,0,29.229,53.9296,4000,0,3.2519
09/09/2018,t11,0,0,0,0,0,0,0.465,0.5,-0.05,0,0,0,-0.94458111075,0.5845483065,-0.35941853475,26.21429,81.82857,1016.47157142857,13.5,17.7143,37.5758,4000,0,2.9
09/10/2018,t11,0,0,0,0,0,0,0.465,0.5,-0.05,0,0,0,-0.94458111075,0.5845483065,-0.35941853475,25.70667,80.53333,1017.52706666666,0,23.0933,45.5789,4000,0,2.5733
09/11/2018,t11,0,0,0,0,0,0,0.465,0.5,-0.05,0,0,0,-0.94458111075,0.5845483065,-0.35941853475,22.91667,90.95833,1016.44791666666,0,0,0,4000,0,1
09/12/2018,t11,0,0,0,0,0,0,0.465,0.5,-0.05,0,0,0,-0.94458111075,0.5845483065,-0.35941853475,20.05882,91.70588,1013.95588235294,0,0,0,4000,0,2
09/13/2018,t11,0.51,0.66,0.34,1,1,1,0.51,0.66,0.34,0.03752325,0.133416,0.3252015,-0.9413916345,0.5958886665,-0.33177640725,22.88095,90.11905,1011.93952380952,9,5.9762,15.6875,4000,0,2.4048
09/14/2018,t11,0,0,0,0,0,0,0.51,0.66,0.34,0,0,0,-0.9413916345,0.5958886665,-0.33177640725,19.04,90.76,1014.0484,0,0,0,4000,0,2.04
09/15/2018,t11,0,0,0,0,0,0,0.51,0.66,0.34,0,0,0,-0.9413916345,0.5958886665,-0.33177640725,25.30534,74.15267,1017.68954198473,0,28.855,52.5,4000,0,3.8168
09/16/2018,t11,0.49,0.63,0.35,1,1,1,0.49,0.63,0.35,-0.016677,-0.0250155,0.00833850000000001,-0.9428091795,0.593762349,-0.33106763475,24.23077,70.65035,1016.23223776223,0,26.4336,52.5,4000,0,3.6713
09/17/2018,t11,0,0,0,0,0,0,0.49,0.63,0.35,0,0,0,-0.9428091795,0.593762349,-0.33106763475,23.28571,65.61039,1015.88129870129,0,26.5844,46.5227,4000,0,4.2078
09/18/2018,t11,0,0,0,0,0,0,0.49,0.63,0.35,0,0,0,-0.9428091795,0.593762349,-0.33106763475,25.61386,63.61386,1015.50861386138,0,37.4257,52.5,4000,0,4.3861
09/19/2018,t11,0,0,0,0,0,0,0.49,0.63,0.35,0,0,0,-0.9428091795,0.593762349,-0.33106763475,26.17284,58.2963,1015.90098765432,0,43.6667,63.1607,4000,0,5.0741
09/20/2018,t11,0,0,0,0,0,0,0.49,0.63,0.35,0,0,0,-0.9428091795,0.593762349,-0.33106763475,21.75,60.43182,1015.78863636363,0,9.9318,23,4000,0,3.5227
09/21/2018,t11,0,0,0,0,0,0,0.49,0.63,0.35,0,0,0,-0.9428091795,0.593762349,-0.33106763475,26.11957,66.26087,1018.8654347826,0,71.5,71.5,4000,0,4.8043
,,,,,,,,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,0.38,0.7,-0.47,0,0,0,0,0,0,,,,,,,,,
07/05/2018,t12,0.38,0.7,-0.47,1,1,1,0.38,0.7,-0.47,0,0,0,0,0,0,21,93.5,882.734999999999,0,302,302,4000,0,2
07/09/2018,t12,9,9,9,1,1,1,9,9,9,7.187787,6.920955,7.8965595,0.610961895,0.588281175,0.6712075575,25.55238,31,1000,1,1,1,4000,1,1
07/13/2018,t12,0,0,0,0,0,0,9,9,9,0,0,0,0.610961895,0.588281175,0.6712075575,25.55238,31,1005.78,0,447.6,447.6,4000,0,27
07/16/2018,t12,-0.74,-0.36,0.59,2,2,2,-0.37,-0.18,0.295,-15.626349,-15.309486,-14.5173285,-2.045517435,-2.014331445,-1.7967382875,25.55238,86.9619,1005.49809523809,47.25,6597.4952,8768.8228,54612,0,74.8762
07/17/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,24.55639,92.56391,1008.30601503759,1710,2632.594,4488.9103,54612,0,90.0526
07/18/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,25.97674,88.37209,1008.65891472868,15459.75,2714.2248,4488.9103,54612,0,11.9225
07/19/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,27.4,84.14815,1008.09555555555,14001.75,2593.5926,4488.9103,54612,0,10.6
07/20/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,26.42958,90.66197,1007.47253521126,16571.25,2465.7394,4488.9103,54612,0,17.4507
07/21/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,25.27536,94.18116,1007.28260869565,1183.5,2537.2101,4488.9103,54612,0,15.1159
07/22/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,24.73611,96.68056,1007.77569444444,1962,2431.4931,4488.9103,54612,0,12.2431
07/23/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,24.39024,94.4065,1007.85284552845,1071,2846.626,4488.9103,54612,0,11.2683
07/24/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,24.16197,97.66901,1008.63943661971,438.75,2465.7394,4488.9103,54612,0,11.7394
07/25/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,25.29323,94.84211,1006.52406015037,13666.5,2632.594,4488.9103,54612,0,10.6391
07/26/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,22.19718,99,1007.22746478873,864,2465.7394,4488.9103,54612,0,10.3803
07/27/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,21.73239,98.95775,1007.22746478873,816.75,2465.7394,4488.9103,54612,0,9.0986
07/28/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,21.48571,99,1007.23999999999,796.5,2500.9643,4488.9103,54612,0,8.6643
07/29/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,25.5,92.52817,1007.31267605633,2.25,2465.7394,4488.9103,54612,0,8.2606
07/30/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,25.83206,88.25954,1006.6213740458,0,2672.7863,4488.9103,54612,0,8
07/31/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,25.77465,91.26056,1005.94929577464,81,2465.7394,4488.9103,54612,0,7.6901
08/01/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,25.36691,91.17986,1006.67194244604,191.25,2518.9568,4488.9103,54612,0,7.0935
08/02/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,25.68148,91.37778,1007.99555555555,76.5,2593.5926,4488.9103,54612,0,7.7778
08/03/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,26.77305,90.69504,1008.01276595744,6.75,2483.227,4488.9103,54612,0,7.0426
08/04/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.295,0,0,0,-2.045517435,-2.014331445,-1.7967382875,22.89286,99,1007.27857142857,4.5,0,0,4000,0,7
08/11/2018,t12,-0.37,-0.18,0.29,1,1,1,-0.37,-0.18,0.29,0,0,-0.00416924999999996,-2.045517435,-2.014331445,-1.79709267375,24.70769,98.70769,1005.37692307692,0,4233.1692,4510.7541,54612,0,5
08/12/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,23.90278,98.23611,1003.98958333333,202.5,2431.4931,4488.9103,54612,0,5.1319
08/13/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,22.09929,99,991.693617021277,1611,2483.227,4488.9103,54612,0.00078,7.9362
08/14/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,24.96479,93.75352,1000.40563380281,0,2465.7394,4488.9103,54612,0,12.8732
08/15/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,25.11268,93.42958,1000.77253521126,0,2465.7394,4488.9103,54612,0,13.8944
08/16/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,25.47183,95.47183,1004.73028169014,56.25,2465.7394,4488.9103,54612,0,14
08/17/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,25.00709,95.50355,1009.45673758865,38.25,2483.227,4488.9103,54612,0,13.4255
08/18/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,24.04965,98.95745,1008.56666666666,24.75,2483.227,4488.9103,54612,0,13
08/19/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,25.90972,93.41667,1007.74236111111,0,2431.4931,4488.9103,54612,0,12.4167
08/20/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,25.58741,95.84615,1009.51188811188,92.25,2448.4965,4488.9103,54612,0,12.007
08/21/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,23.48571,98.89286,1010.25142857142,353.25,2500.9643,4488.9103,54612,0,10.7429
08/22/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,25.30496,96.91489,1008.79929078014,4.5,2483.227,4488.9103,54612,0,9
08/23/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,23.52113,99,1008.45985915492,533.25,2465.7394,4488.9103,54612,0,9.2887
08/24/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,23.79433,98.41844,1008.14468085106,213.75,2483.227,4488.9103,54612,0,9.1135
08/25/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,24.23077,95.67133,986.093006993006,434.25,2448.4965,4488.9103,54612,0,8.8042
08/26/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,24.35211,96.46479,1007.5176056338,191.25,2465.7394,4488.9103,54612,0,8.6761
08/27/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,26.17857,93.72857,1009.55071428571,0,2500.9643,4488.9103,54612,0,8
08/28/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,26.40559,94.02797,1010.66923076923,0,2448.4965,4488.9103,54612,0,8
08/29/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,25.48592,96.12676,990.115492957746,202.5,2465.7394,4488.9103,54612,0,8.007
08/30/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,24.41667,98,1009.07916666666,67.5,2431.4931,4488.9103,54612,0,6.8264
08/31/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,23.72727,98.6993,1009.77902097902,594,2448.4965,4488.9103,54612,0,7.3497
09/01/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,24.93056,96.49306,1011.37013888888,409.5,2431.4931,4488.9103,54612,0,6.8333
09/02/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,22.45775,99,1011.42112676056,139.5,2465.7394,4488.9103,54612,0,7.1056
09/03/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,23.14685,99,1011.41678321678,13.5,2448.4965,4488.9103,54612,0,6.9091
09/04/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,22.74265,98.26471,1019.48970588235,99,2574.5221,4488.9103,54612,0,6.9926
09/05/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,22.85211,98.97183,1011.27605633802,13.5,2465.7394,4488.9103,54612,0,6.3028
09/06/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,23.97203,97.67832,1011.20139860139,2.25,2448.4965,4488.9103,54612,0,6
09/07/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,22.93571,95.49286,1013.71571428571,189,2500.9643,4488.9103,54612,0,6.1643
09/08/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,23.23239,96.33099,1014.02323943661,0,2465.7394,4488.9103,54612,0,6
09/09/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,23.87324,97.01408,1015.14084507042,333,2465.7394,4488.9103,54612,0,6.4577
09/10/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,24.34965,96.6993,1015.75944055944,33.75,2448.4965,4488.9103,54612,0,6.2587
09/11/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,22.8951,97.69231,1007.80979020979,468,2448.4965,4488.9103,54612,0,6.8811
09/12/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,23.48175,93.68613,987.053065693431,0,2555.7299,4488.9103,54612,0,6.0657
09/13/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,22.79861,97.5,1011.51597222222,222.75,2431.4931,4488.9103,54612,0,6.3333
09/14/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,21.51128,94.36842,1014.42105263157,6.75,2632.594,4488.9103,54612,0,6.015
09/15/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,22.27465,95.66197,1016.26690140845,0,2465.7394,4488.9103,54612,0,6
09/16/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,22.44366,88.35211,1014.89577464788,0,2465.7394,4488.9103,54612,0,5.6127
09/17/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,22.02098,86.67133,1010.89398601398,0,2448.4965,4488.9103,54612,0,5.007
09/18/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,22.1958,86.65035,1014.08321678321,0,2448.4965,4488.9103,54612,0,5
09/19/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,23.6383,82.44681,1013.96737588652,0,2483.227,4488.9103,54612,0,5
09/20/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,24.30986,78.67606,1014.89084507042,0,2465.7394,4488.9103,54612,0,5
09/21/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,24.57343,85.91608,1017.45818181818,11.25,2448.4965,4488.9103,54612,0,5
09/22/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,17.58571,99,1018.95214285714,162,2500.9643,4488.9103,54612,0,5.6286
